icd_code,icd_version,long_title,cancer_type
C763,10,Malignant neoplasm of pelvis,Malignant neoplasm of other and ill-defined sites
C8128,10,"Mixed cellularity Hodgkin lymphoma, lymph nodes of multiple sites",Hodgkin lymphoma
C8230,10,"Follicular lymphoma grade IIIa, unspecified site",Non-Hodgkin Lymphoma
C8284,10,"Other types of follicular lymphoma, lymph nodes of axilla and upper limb",Non-Hodgkin Lymphoma
C829,10,"Follicular lymphoma, unspecified",Non-Hodgkin Lymphoma
C8375,10,"Burkitt lymphoma, lymph nodes of inguinal region and lower limb",Non-Hodgkin lymphoma
C8401,10,"Mycosis fungoides, lymph nodes of head, face, and neck",Mature T/NK-cell lymphomas
C8594,10,"Non-Hodgkin lymphoma, unspecified, lymph nodes of axilla and upper limb",Other specified and unspecified types of non-Hodgkin lymphoma
C9020,10,Extramedullary plasmacytoma not having achieved remission,Multiple myeloma and malignant plasma cell neoplasms
C914,10,Hairy cell leukemia,Leukemia
C004,10,"Malignant neoplasm of lower lip, inner aspect",Head and Neck Cancer
C138,10,Malignant neoplasm of overlapping sites of hypopharynx,Malignant neoplasm of hypopharynx
C229,10,"Malignant neoplasm of liver, not specified as primary or secondary",Malignant neoplasm of liver and intrahepatic bile ducts
C33,10,Malignant neoplasm of trachea,Malignant neoplasm of trachea
C3490,10,Malignant neoplasm of unspecified part of unspecified bronchus or lung,Malignant neoplasm of bronchus and lung
C4372,10,"Malignant melanoma of left lower limb, including hip",Malignant melanoma of skin
C44119,10,"Basal cell carcinoma of skin of left eyelid, including canthus",Other malignant neoplasms of skin
C44201,10,Unspecified malignant neoplasm of skin of unspecified ear and external auricular canal,Other malignant neoplasms of skin
C44619,10,"Basal cell carcinoma of skin of left upper limb, including shoulder",Other malignant neoplasms of skin
C4A22,10,Merkel cell carcinoma of left ear and external auricular canal,Merkel cell carcinoma
C50822,10,Malignant neoplasm of overlapping sites of left male breast,Breast Cancer
C61,10,Malignant neoplasm of prostate,Malignant neoplasm of prostate
C6950,10,Malignant neoplasm of unspecified lacrimal gland and duct,Malignant neoplasm of eye and adnexa
C711,10,Malignant neoplasm of frontal lobe,Malignant neoplasm of brain
C7A096,10,"Malignant carcinoid tumor of the hindgut, unspecified",Malignant neuroendocrine tumors
C8148,10,"Lymphocyte-rich Hodgkin lymphoma, lymph nodes of multiple sites",Hodgkin lymphoma
C8192,10,"Hodgkin lymphoma, unspecified, intrathoracic lymph nodes",Hodgkin lymphoma
C8196,10,"Hodgkin lymphoma, unspecified, intrapelvic lymph nodes",Hodgkin lymphoma
C8201,10,"Follicular lymphoma grade I, lymph nodes of head, face, and neck",Non-Hodgkin Lymphoma
C8226,10,"Follicular lymphoma grade III, unspecified, intrapelvic lymph nodes",Non-Hodgkin Lymphoma
C828,10,Other types of follicular lymphoma,Non-Hodgkin Lymphoma
C8381,10,"Other non-follicular lymphoma, lymph nodes of head, face, and neck",Non-Hodgkin lymphoma
C8494,10,"Mature T/NK-cell lymphomas, unspecified, lymph nodes of axilla and upper limb",Mature T/NK-cell lymphomas
C8528,10,"Mediastinal (thymic) large B-cell lymphoma, lymph nodes of multiple sites",Other specified and unspecified types of non-Hodgkin lymphoma
C9032,10,Solitary plasmacytoma in relapse,Multiple myeloma and malignant plasma cell neoplasms
C9260,10,Acute myeloid leukemia with 11q23-abnormality not having achieved remission,Leukemia
C9311,10,"Chronic myelomonocytic leukemia, in remission",Monocytic leukemia
C103,10,Malignant neoplasm of posterior wall of oropharynx,Malignant neoplasm of oropharynx
C166,10,"Malignant neoplasm of greater curvature of stomach, unspecified",Gastrointestinal Cancer
C390,10,"Malignant neoplasm of upper respiratory tract, part unspecified",Malignant neoplasm of other respiratory organs
C44139,10,"Sebaceous cell carcinoma of skin of left eyelid, including canthus",Other malignant neoplasms of skin
C44219,10,Basal cell carcinoma of skin of left ear and external auricular canal,Other malignant neoplasms of skin
C44501,10,Unspecified malignant neoplasm of skin of breast,Other malignant neoplasms of skin
C53,10,Malignant neoplasm of cervix uteri,Malignant neoplasm of cervix uteri
C5710,10,Malignant neoplasm of unspecified broad ligament,Malignant neoplasm of other female genital organs
C641,10,"Malignant neoplasm of right kidney, except renal pelvis",Urinary Tract Cancer
C700,10,Malignant neoplasm of cerebral meninges,Malignant neoplasm of meninges
C7A026,10,Malignant carcinoid tumor of the rectum,Malignant neuroendocrine tumors
C8290,10,"Follicular lymphoma, unspecified, unspecified site",Non-Hodgkin Lymphoma
C8382,10,"Other non-follicular lymphoma, intrathoracic lymph nodes",Non-Hodgkin lymphoma
C8405,10,"Mycosis fungoides, lymph nodes of inguinal region and lower limb",Mature T/NK-cell lymphomas
C8440,10,"Peripheral T-cell lymphoma, not classified, unspecified site",Mature T/NK-cell lymphomas
C846,10,"Anaplastic large cell lymphoma, ALK-positive",Mature T/NK-cell lymphomas
C84A,10,"Cutaneous T-cell lymphoma, unspecified",Mature T/NK-cell lymphomas
C84Z2,10,"Other mature T/NK-cell lymphomas, intrathoracic lymph nodes",Mature T/NK-cell lymphomas
C858,10,Other specified types of non-Hodgkin lymphoma,Other specified and unspecified types of non-Hodgkin lymphoma
C8581,10,"Other specified types of non-Hodgkin lymphoma, lymph nodes of head, face, and neck",Other specified and unspecified types of non-Hodgkin lymphoma
C929,10,"Myeloid leukemia, unspecified",Leukemia
C9290,10,"Myeloid leukemia, unspecified, not having achieved remission",Leukemia
C92A0,10,"Acute myeloid leukemia with multilineage dysplasia, not having achieved remission",Leukemia
C9310,10,Chronic myelomonocytic leukemia not having achieved remission,Monocytic leukemia
C95,10,Leukemia of unspecified cell type,Leukemia of unspecified cell type
C9620,10,"Malignant mast cell neoplasm, unspecified","Other and unspecified malignant neoplasms of lymphoid, hematopoietic, and related tissue"
C050,10,Malignant neoplasm of hard palate,Malignant neoplasm of palate
C058,10,Malignant neoplasm of overlapping sites of palate,Malignant neoplasm of palate
C06,10,Malignant neoplasm of other and unspecified parts of mouth,Malignant neoplasm of other parts of mouth
C110,10,Malignant neoplasm of superior wall of nasopharynx,Malignant neoplasm of nasopharynx
C312,10,Malignant neoplasm of frontal sinus,Malignant neoplasm of accessory sinuses
C3402,10,Malignant neoplasm of left main bronchus,Malignant neoplasm of bronchus and lung
C39,10,Malignant neoplasm of other and ill-defined sites in the respiratory system and intrathoracic organs,Malignant neoplasm of other respiratory organs
C4021,10,Malignant neoplasm of long bones of right lower limb,Malignant neoplasm of bone and articular cartilage of limbs
C465,10,Kaposi's sarcoma of lung,Kaposi's sarcoma
C4A7,10,"Merkel cell carcinoma of lower limb, including hip",Merkel cell carcinoma
C50919,10,Malignant neoplasm of unspecified site of unspecified female breast,Breast Cancer
C63,10,Malignant neoplasm of other and unspecified male genital organs,Malignant neoplasm of other male genital organs
C6932,10,Malignant neoplasm of left choroid,Malignant neoplasm of eye and adnexa
C712,10,Malignant neoplasm of temporal lobe,Malignant neoplasm of brain
C721,10,Malignant neoplasm of cauda equina,"Malignant neoplasm of spinal cord, cranial nerves, and other parts of CNS"
C7800,10,Secondary malignant neoplasm of unspecified lung,Secondary malignant neoplasm of respiratory and digestive organs
C7A010,10,Malignant carcinoid tumor of the duodenum,Malignant neuroendocrine tumors
C7A090,10,Malignant carcinoid tumor of the bronchus and lung,Malignant neuroendocrine tumors
C8109,10,"Nodular lymphocyte predominant Hodgkin lymphoma, extranodal and solid organ sites",Hodgkin lymphoma
C8120,10,"Mixed cellularity Hodgkin lymphoma, unspecified site",Hodgkin lymphoma
C8191,10,"Hodgkin lymphoma, unspecified, lymph nodes of head, face, and neck",Hodgkin lymphoma
C8198,10,"Hodgkin lymphoma, unspecified, lymph nodes of multiple sites",Hodgkin lymphoma
C8208,10,"Follicular lymphoma grade I, lymph nodes of multiple sites",Non-Hodgkin Lymphoma
C8262,10,"Cutaneous follicle center lymphoma, intrathoracic lymph nodes",Non-Hodgkin Lymphoma
C8280,10,"Other types of follicular lymphoma, unspecified site",Non-Hodgkin Lymphoma
C8371,10,"Burkitt lymphoma, lymph nodes of head, face, and neck",Non-Hodgkin lymphoma
C8460,10,"Anaplastic large cell lymphoma, ALK-positive, unspecified site",Mature T/NK-cell lymphomas
C8463,10,"Anaplastic large cell lymphoma, ALK-positive, intra-abdominal lymph nodes",Mature T/NK-cell lymphomas
C84A2,10,"Cutaneous T-cell lymphoma, unspecified, intrathoracic lymph nodes",Mature T/NK-cell lymphomas
C852,10,Mediastinal (thymic) large B-cell lymphoma,Other specified and unspecified types of non-Hodgkin lymphoma
C903,10,Solitary plasmacytoma,Multiple myeloma and malignant plasma cell neoplasms
C9232,10,"Myeloid sarcoma, in relapse",Leukemia
C925,10,Acute myelomonocytic leukemia,Leukemia
C92Z,10,Other myeloid leukemia,Leukemia
C001,10,Malignant neoplasm of external lower lip,Head and Neck Cancer
C052,10,Malignant neoplasm of uvula,Malignant neoplasm of palate
C163,10,Malignant neoplasm of pyloric antrum,Gastrointestinal Cancer
C183,10,Malignant neoplasm of hepatic flexure,Gastrointestinal Cancer
C253,10,Malignant neoplasm of pancreatic duct,Malignant neoplasm of pancreas
C430,10,Malignant melanoma of lip,Malignant melanoma of skin
C4322,10,Malignant melanoma of left ear and external auricular canal,Malignant melanoma of skin
C441021,10,"Unspecified malignant neoplasm of skin of right upper eyelid, including canthus",Other malignant neoplasms of skin
C44320,10,Squamous cell carcinoma of skin of unspecified parts of face,Other malignant neoplasms of skin
C4460,10,"Unspecified malignant neoplasm of skin of upper limb, including shoulder",Other malignant neoplasms of skin
C44692,10,"Other specified malignant neoplasm of skin of right upper limb, including shoulder",Other malignant neoplasms of skin
C44722,10,"Squamous cell carcinoma of skin of right lower limb, including hip",Other malignant neoplasms of skin
C448,10,Other and unspecified malignant neoplasm of overlapping sites of skin,Other malignant neoplasms of skin
C464,10,Kaposi's sarcoma of gastrointestinal sites,Kaposi's sarcoma
C467,10,Kaposi's sarcoma of other sites,Kaposi's sarcoma
C474,10,Malignant neoplasm of peripheral nerves of abdomen,Malignant neoplasm of peripheral nerves
C578,10,Malignant neoplasm of overlapping sites of female genital organs,Malignant neoplasm of other female genital organs
C681,10,Malignant neoplasm of paraurethral glands,Malignant neoplasm of other urinary organs
C72,10,"Malignant neoplasm of spinal cord, cranial nerves and other parts of central nervous system","Malignant neoplasm of spinal cord, cranial nerves, and other parts of CNS"
C752,10,Malignant neoplasm of craniopharyngeal duct,Malignant neoplasm of other endocrine glands
C7911,10,Secondary malignant neoplasm of bladder,Secondary malignant neoplasm of other sites
C7A09,10,Malignant carcinoid tumors of other sites,Malignant neuroendocrine tumors
C8124,10,"Mixed cellularity Hodgkin lymphoma, lymph nodes of axilla and upper limb",Hodgkin lymphoma
C8225,10,"Follicular lymphoma grade III, unspecified, lymph nodes of inguinal region and lower limb",Non-Hodgkin Lymphoma
C824,10,Follicular lymphoma grade IIIb,Non-Hodgkin Lymphoma
C8246,10,"Follicular lymphoma grade IIIb, intrapelvic lymph nodes",Non-Hodgkin Lymphoma
C8298,10,"Follicular lymphoma, unspecified, lymph nodes of multiple sites",Non-Hodgkin Lymphoma
C8353,10,"Lymphoblastic (diffuse) lymphoma, intra-abdominal lymph nodes",Non-Hodgkin lymphoma
C8404,10,"Mycosis fungoides, lymph nodes of axilla and upper limb",Mature T/NK-cell lymphomas
C902,10,Extramedullary plasmacytoma,Multiple myeloma and malignant plasma cell neoplasms
C9130,10,Prolymphocytic leukemia of B-cell type not having achieved remission,Leukemia
C9160,10,Prolymphocytic leukemia of T-cell type not having achieved remission,Leukemia
C9302,10,"Acute monoblastic/monocytic leukemia, in relapse",Monocytic leukemia
C091,10,Malignant neoplasm of tonsillar pillar (anterior) (posterior),Malignant neoplasm of tonsil
C250,10,Malignant neoplasm of head of pancreas,Malignant neoplasm of pancreas
C3400,10,Malignant neoplasm of unspecified main bronchus,Malignant neoplasm of bronchus and lung
C44719,10,"Basal cell carcinoma of skin of left lower limb, including hip",Other malignant neoplasms of skin
C4721,10,"Malignant neoplasm of peripheral nerves of right lower limb, including hip",Malignant neoplasm of peripheral nerves
C499,10,"Malignant neoplasm of connective and soft tissue, unspecified",Malignant neoplasm of other connective tissues
C4A111,10,"Merkel cell carcinoma of right upper eyelid, including canthus",Merkel cell carcinoma
C60,10,Malignant neoplasm of penis,Malignant neoplasm of penis
C7910,10,Secondary malignant neoplasm of unspecified urinary organs,Secondary malignant neoplasm of other sites
C7949,10,Secondary malignant neoplasm of other parts of nervous system,Secondary malignant neoplasm of other sites
C7A012,10,Malignant carcinoid tumor of the ileum,Malignant neuroendocrine tumors
C8176,10,"Other Hodgkin lymphoma, intrapelvic lymph nodes",Hodgkin lymphoma
C8234,10,"Follicular lymphoma grade IIIa, lymph nodes of axilla and upper limb",Non-Hodgkin Lymphoma
C8266,10,"Cutaneous follicle center lymphoma, intrapelvic lymph nodes",Non-Hodgkin Lymphoma
C8315,10,"Mantle cell lymphoma, lymph nodes of inguinal region and lower limb",Non-Hodgkin lymphoma
C8380,10,"Other non-follicular lymphoma, unspecified site",Non-Hodgkin lymphoma
C8394,10,"Non-follicular (diffuse) lymphoma, unspecified, lymph nodes of axilla and upper limb",Non-Hodgkin lymphoma
C840,10,Mycosis fungoides,Mature T/NK-cell lymphomas
C85,10,Other specified and unspecified types of non-Hodgkin lymphoma,Other specified and unspecified types of non-Hodgkin lymphoma
C8527,10,"Mediastinal (thymic) large B-cell lymphoma, spleen",Other specified and unspecified types of non-Hodgkin lymphoma
C8593,10,"Non-Hodgkin lymphoma, unspecified, intra-abdominal lymph nodes",Other specified and unspecified types of non-Hodgkin lymphoma
C9021,10,Extramedullary plasmacytoma in remission,Multiple myeloma and malignant plasma cell neoplasms
C9131,10,"Prolymphocytic leukemia of B-cell type, in remission",Leukemia
C09,10,Malignant neoplasm of tonsil,Malignant neoplasm of tonsil
C185,10,Malignant neoplasm of splenic flexure,Gastrointestinal Cancer
C4421,10,Basal cell carcinoma of skin of ear and external auricular canal,Other malignant neoplasms of skin
C44709,10,"Unspecified malignant neoplasm of skin of left lower limb, including hip",Other malignant neoplasms of skin
C4472,10,"Squamous cell carcinoma of skin of lower limb, including hip",Other malignant neoplasms of skin
C50319,10,Malignant neoplasm of lower-inner quadrant of unspecified female breast,Breast Cancer
C50811,10,Malignant neoplasm of overlapping sites of right female breast,Breast Cancer
C538,10,Malignant neoplasm of overlapping sites of cervix uteri,Malignant neoplasm of cervix uteri
C569,10,Malignant neoplasm of unspecified ovary,Malignant neoplasm of ovary
C780,10,Secondary malignant neoplasm of lung,Secondary malignant neoplasm of respiratory and digestive organs
C7802,10,Secondary malignant neoplasm of left lung,Secondary malignant neoplasm of respiratory and digestive organs
C8104,10,"Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of axilla and upper limb",Hodgkin lymphoma
C8142,10,"Lymphocyte-rich Hodgkin lymphoma, intrathoracic lymph nodes",Hodgkin lymphoma
C8245,10,"Follicular lymphoma grade IIIb, lymph nodes of inguinal region and lower limb",Non-Hodgkin Lymphoma
C8334,10,"Diffuse large B-cell lymphoma, lymph nodes of axilla and upper limb",Non-Hodgkin lymphoma
C84A3,10,"Cutaneous T-cell lymphoma, unspecified, intra-abdominal lymph nodes",Mature T/NK-cell lymphomas
C84Z3,10,"Other mature T/NK-cell lymphomas, intra-abdominal lymph nodes",Mature T/NK-cell lymphomas
C91Z0,10,Other lymphoid leukemia not having achieved remission,Leukemia
C93,10,Monocytic leukemia,Monocytic leukemia
C9482,10,"Other specified leukemias, in relapse",Other leukemias of specified cell types
C950,10,Acute leukemia of unspecified cell type,Leukemia of unspecified cell type
C04,10,Malignant neoplasm of floor of mouth,Malignant neoplasm of floor of mouth
C05,10,Malignant neoplasm of palate,Malignant neoplasm of palate
C4000,10,Malignant neoplasm of scapula and long bones of unspecified upper limb,Malignant neoplasm of bone and articular cartilage of limbs
C414,10,"Malignant neoplasm of pelvic bones, sacrum and coccyx",Malignant neoplasm of bone and articular cartilage of other sites
C452,10,Mesothelioma of pericardium,Mesothelioma
C495,10,Malignant neoplasm of connective and soft tissue of pelvis,Malignant neoplasm of other connective tissues
C506,10,Malignant neoplasm of axillary tail of breast,Breast Cancer
C50612,10,Malignant neoplasm of axillary tail of left female breast,Breast Cancer
C509,10,Malignant neoplasm of breast of unspecified site,Breast Cancer
C50922,10,Malignant neoplasm of unspecified site of left male breast,Breast Cancer
C548,10,Malignant neoplasm of overlapping sites of corpus uteri,Malignant neoplasm of corpus uteri
C600,10,Malignant neoplasm of prepuce,Malignant neoplasm of penis
C6292,10,"Malignant neoplasm of left testis, unspecified whether descended or undescended",Malignant neoplasm of testis
C674,10,Malignant neoplasm of posterior wall of bladder,Malignant neoplasm of bladder
C710,10,"Malignant neoplasm of cerebrum, except lobes and ventricles",Malignant neoplasm of brain
C725,10,Malignant neoplasm of other and unspecified cranial nerves,"Malignant neoplasm of spinal cord, cranial nerves, and other parts of CNS"
C7952,10,Secondary malignant neoplasm of bone marrow,Secondary malignant neoplasm of other sites
C7982,10,Secondary malignant neoplasm of genital organs,Secondary malignant neoplasm of other sites
C7B04,10,Secondary carcinoid tumors of peritoneum,Secondary neuroendocrine tumors
C801,10,"Malignant (primary) neoplasm, unspecified",Malignant neoplasm without specification of site
C8249,10,"Follicular lymphoma grade IIIb, extranodal and solid organ sites",Non-Hodgkin Lymphoma
C8253,10,"Diffuse follicle center lymphoma, intra-abdominal lymph nodes",Non-Hodgkin Lymphoma
C8260,10,"Cutaneous follicle center lymphoma, unspecified site",Non-Hodgkin Lymphoma
C8292,10,"Follicular lymphoma, unspecified, intrathoracic lymph nodes",Non-Hodgkin Lymphoma
C8302,10,"Small cell B-cell lymphoma, intrathoracic lymph nodes",Non-Hodgkin lymphoma
C8410,10,"Sezary disease, unspecified site",Mature T/NK-cell lymphomas
C8416,10,"Sezary disease, intrapelvic lymph nodes",Mature T/NK-cell lymphomas
C8443,10,"Peripheral T-cell lymphoma, not classified, intra-abdominal lymph nodes",Mature T/NK-cell lymphomas
C8492,10,"Mature T/NK-cell lymphomas, unspecified, intrathoracic lymph nodes",Mature T/NK-cell lymphomas
C86,10,Other specified types of T/NK-cell lymphoma,Other specified types of T/NK-cell lymphoma
C9202,10,"Acute myeloblastic leukemia, in relapse",Leukemia
C9222,10,"Atypical chronic myeloid leukemia, BCR/ABL-negative, in relapse",Leukemia
C9422,10,"Acute megakaryoblastic leukemia, in relapse",Other leukemias of specified cell types
C173,10,"Meckel's diverticulum, malignant",Malignant neoplasm of small intestine
C223,10,Angiosarcoma of liver,Malignant neoplasm of liver and intrahepatic bile ducts
C311,10,Malignant neoplasm of ethmoidal sinus,Malignant neoplasm of accessory sinuses
C3482,10,Malignant neoplasm of overlapping sites of left bronchus and lung,Malignant neoplasm of bronchus and lung
C349,10,Malignant neoplasm of unspecified part of bronchus or lung,Malignant neoplasm of bronchus and lung
C4092,10,Malignant neoplasm of unspecified bones and articular cartilage of left limb,Malignant neoplasm of bone and articular cartilage of limbs
C4339,10,Malignant melanoma of other parts of face,Malignant melanoma of skin
C441922,10,"Other specified malignant neoplasm of skin of right lower eyelid, including canthus",Other malignant neoplasms of skin
C44329,10,Squamous cell carcinoma of skin of other parts of face,Other malignant neoplasms of skin
C4711,10,"Malignant neoplasm of peripheral nerves of right upper limb, including shoulder",Malignant neoplasm of peripheral nerves
C4A51,10,Merkel cell carcinoma of anal skin,Merkel cell carcinoma
C4A70,10,"Merkel cell carcinoma of unspecified lower limb, including hip",Merkel cell carcinoma
C50011,10,"Malignant neoplasm of nipple and areola, right female breast",Breast Cancer
C50129,10,Malignant neoplasm of central portion of unspecified male breast,Breast Cancer
C50821,10,Malignant neoplasm of overlapping sites of right male breast,Breast Cancer
C50912,10,Malignant neoplasm of unspecified site of left female breast,Breast Cancer
C5722,10,Malignant neoplasm of left round ligament,Malignant neoplasm of other female genital organs
C632,10,Malignant neoplasm of scrotum,Malignant neoplasm of other male genital organs
C639,10,"Malignant neoplasm of male genital organ, unspecified",Malignant neoplasm of other male genital organs
C672,10,Malignant neoplasm of lateral wall of bladder,Malignant neoplasm of bladder
C678,10,Malignant neoplasm of overlapping sites of bladder,Malignant neoplasm of bladder
C7410,10,Malignant neoplasm of medulla of unspecified adrenal gland,Malignant neoplasm of adrenal gland
C7641,10,Malignant neoplasm of right upper limb,Malignant neoplasm of other and ill-defined sites
C7642,10,Malignant neoplasm of left upper limb,Malignant neoplasm of other and ill-defined sites
C783,10,Secondary malignant neoplasm of other and unspecified respiratory organs,Secondary malignant neoplasm of respiratory and digestive organs
C788,10,Secondary malignant neoplasm of other and unspecified digestive organs,Secondary malignant neoplasm of respiratory and digestive organs
C8102,10,"Nodular lymphocyte predominant Hodgkin lymphoma, intrathoracic lymph nodes",Hodgkin lymphoma
C8258,10,"Diffuse follicle center lymphoma, lymph nodes of multiple sites",Non-Hodgkin Lymphoma
C8356,10,"Lymphoblastic (diffuse) lymphoma, intrapelvic lymph nodes",Non-Hodgkin lymphoma
C8418,10,"Sezary disease, lymph nodes of multiple sites",Mature T/NK-cell lymphomas
C8472,10,"Anaplastic large cell lymphoma, ALK-negative, intrathoracic lymph nodes",Mature T/NK-cell lymphomas
C8529,10,"Mediastinal (thymic) large B-cell lymphoma, extranodal and solid organ sites",Other specified and unspecified types of non-Hodgkin lymphoma
C089,10,"Malignant neoplasm of major salivary gland, unspecified",Malignant neoplasm of other salivary glands
C142,10,Malignant neoplasm of Waldeyer's ring,Malignant neoplasm of other ill-defined sites
C252,10,Malignant neoplasm of tail of pancreas,Malignant neoplasm of pancreas
C441022,10,"Unspecified malignant neoplasm of skin of right lower eyelid, including canthus",Other malignant neoplasms of skin
C44321,10,Squamous cell carcinoma of skin of nose,Other malignant neoplasms of skin
C492,10,"Malignant neoplasm of connective and soft tissue of lower limb, including hip",Malignant neoplasm of other connective tissues
C494,10,Malignant neoplasm of connective and soft tissue of abdomen,Malignant neoplasm of other connective tissues
C496,10,"Malignant neoplasm of connective and soft tissue of trunk, unspecified",Malignant neoplasm of other connective tissues
C502,10,Malignant neoplasm of upper-inner quadrant of breast,Breast Cancer
C5052,10,"Malignant neoplasm of lower-outer quadrant of breast, male",Breast Cancer
C676,10,Malignant neoplasm of ureteric orifice,Malignant neoplasm of bladder
C786,10,Secondary malignant neoplasm of retroperitoneum and peritoneum,Secondary malignant neoplasm of respiratory and digestive organs
C793,10,Secondary malignant neoplasm of brain and cerebral meninges,Secondary malignant neoplasm of other sites
C798,10,Secondary malignant neoplasm of other specified sites,Secondary malignant neoplasm of other sites
C8127,10,"Mixed cellularity Hodgkin lymphoma, spleen",Hodgkin lymphoma
C8143,10,"Lymphocyte-rich Hodgkin lymphoma, intra-abdominal lymph nodes",Hodgkin lymphoma
C8281,10,"Other types of follicular lymphoma, lymph nodes of head, face, and neck",Non-Hodgkin Lymphoma
C8378,10,"Burkitt lymphoma, lymph nodes of multiple sites",Non-Hodgkin lymphoma
C8409,10,"Mycosis fungoides, extranodal and solid organ sites",Mature T/NK-cell lymphomas
C8515,10,"Unspecified B-cell lymphoma, lymph nodes of inguinal region and lower limb",Other specified and unspecified types of non-Hodgkin lymphoma
C8598,10,"Non-Hodgkin lymphoma, unspecified, lymph nodes of multiple sites",Other specified and unspecified types of non-Hodgkin lymphoma
C889,10,"Malignant immunoproliferative disease, unspecified",Malignant immunoproliferative diseases
C9011,10,Plasma cell leukemia in remission,Multiple myeloma and malignant plasma cell neoplasms
C9100,10,Acute lymphoblastic leukemia not having achieved remission,Leukemia
C91A0,10,Mature B-cell leukemia Burkitt-type not having achieved remission,Leukemia
C9421,10,"Acute megakaryoblastic leukemia, in remission",Other leukemias of specified cell types
C022,10,Malignant neoplasm of ventral surface of tongue,Head and Neck Cancer
C155,10,Malignant neoplasm of lower third of esophagus,Gastrointestinal Cancer
C32,10,Malignant neoplasm of larynx,Malignant neoplasm of larynx
C384,10,Malignant neoplasm of pleura,"Malignant neoplasm of heart, mediastinum, and pleura"
C4081,10,Malignant neoplasm of overlapping sites of bone and articular cartilage of right limb,Malignant neoplasm of bone and articular cartilage of limbs
C433,10,Malignant melanoma of other and unspecified parts of face,Malignant melanoma of skin
C44509,10,Unspecified malignant neoplasm of skin of other part of trunk,Other malignant neoplasms of skin
C44591,10,Other specified malignant neoplasm of skin of breast,Other malignant neoplasms of skin
C4470,10,"Unspecified malignant neoplasm of skin of lower limb, including hip",Other malignant neoplasms of skin
C4652,10,Kaposi's sarcoma of left lung,Kaposi's sarcoma
C4A71,10,"Merkel cell carcinoma of right lower limb, including hip",Merkel cell carcinoma
C50412,10,Malignant neoplasm of upper-outer quadrant of left female breast,Breast Cancer
C549,10,"Malignant neoplasm of corpus uteri, unspecified",Malignant neoplasm of corpus uteri
C7640,10,Malignant neoplasm of unspecified upper limb,Malignant neoplasm of other and ill-defined sites
C775,10,Secondary and unspecified malignant neoplasm of intrapelvic lymph nodes,Secondary and unspecified malignant neoplasm of lymph nodes
C7981,10,Secondary malignant neoplasm of breast,Secondary malignant neoplasm of other sites
C8103,10,"Nodular lymphocyte predominant Hodgkin lymphoma, intra-abdominal lymph nodes",Hodgkin lymphoma
C8241,10,"Follicular lymphoma grade IIIb, lymph nodes of head, face, and neck",Non-Hodgkin Lymphoma
C8247,10,"Follicular lymphoma grade IIIb, spleen",Non-Hodgkin Lymphoma
C8251,10,"Diffuse follicle center lymphoma, lymph nodes of head, face, and neck",Non-Hodgkin Lymphoma
C8268,10,"Cutaneous follicle center lymphoma, lymph nodes of multiple sites",Non-Hodgkin Lymphoma
C8307,10,"Small cell B-cell lymphoma, spleen",Non-Hodgkin lymphoma
C8332,10,"Diffuse large B-cell lymphoma, intrathoracic lymph nodes",Non-Hodgkin lymphoma
C8414,10,"Sezary disease, lymph nodes of axilla and upper limb",Mature T/NK-cell lymphomas
C8583,10,"Other specified types of non-Hodgkin lymphoma, intra-abdominal lymph nodes",Other specified and unspecified types of non-Hodgkin lymphoma
C8597,10,"Non-Hodgkin lymphoma, unspecified, spleen",Other specified and unspecified types of non-Hodgkin lymphoma
C9012,10,Plasma cell leukemia in relapse,Multiple myeloma and malignant plasma cell neoplasms
C9240,10,"Acute promyelocytic leukemia, not having achieved remission",Leukemia
C9301,10,"Acute monoblastic/monocytic leukemia, in remission",Monocytic leukemia
C01,10,Malignant neoplasm of base of tongue,Head and Neck Cancer
C0689,10,Malignant neoplasm of overlapping sites of other parts of mouth,Malignant neoplasm of other parts of mouth
C228,10,"Malignant neoplasm of liver, primary, unspecified as to type",Malignant neoplasm of liver and intrahepatic bile ducts
C313,10,Malignant neoplasm of sphenoid sinus,Malignant neoplasm of accessory sinuses
C4082,10,Malignant neoplasm of overlapping sites of bone and articular cartilage of left limb,Malignant neoplasm of bone and articular cartilage of limbs
C4310,10,"Malignant melanoma of unspecified eyelid, including canthus",Malignant melanoma of skin
C4352,10,Malignant melanoma of skin of breast,Malignant melanoma of skin
C441,10,"Other and unspecified malignant neoplasm of skin of eyelid, including canthus",Other malignant neoplasms of skin
